;a;b;di;ht;lev;rh;rmse;spd
36;-9999;-9999;-9999;0.084530268954;0.5;9.12465254796;-9999;-9999
37;-9999;-9999;-9999;0.086984107691;0.5;9.37464302873;-9999;-9999
38;-9999;-9999;-9999;0.0894453031979;0.5;9.62463350949;-9999;-9999
39;-9999;-9999;-9999;0.0919138554709;0.5;9.87462399026;-9999;-9999
40;-9999;-9999;-9999;0.0943897645029;0.5;10.124614471;-9999;-9999
41;-9999;-9999;-9999;0.0968730302866;0.5;10.3746049518;-9999;-9999
42;-9999;-9999;-9999;0.0993636528165;0.5;10.6245954326;-9999;-9999
43;-9999;-9999;-9999;0.101861632083;0.5;10.8745859133;-9999;-9999
44;-9999;-9999;-9999;0.104366968084;0.5;11.1245763941;-9999;-9999
45;-9999;-9999;-9999;0.106879660812;0.5;11.3745668749;-9999;-9999
46;-9999;-9999;-9999;0.109399710258;0.5;11.6245573556;-9999;-9999
47;-9999;-9999;-9999;0.111927116419;0.5;11.8745478364;-9999;-9999
48;-9999;-9999;-9999;0.114461879286;0.5;12.1245383172;-9999;-9999
49;-9999;-9999;-9999;0.117003998854;0.5;12.3745287979;-9999;-9999
50;-9999;-9999;-9999;0.119553475113;0.5;12.6245192787;-9999;-9999
51;-9999;-9999;-9999;0.122110308059;0.5;12.8745097595;-9999;-9999
52;-9999;-9999;-9999;0.124674497687;0.5;13.1245002402;-9999;-9999
53;-9999;-9999;-9999;0.127246043987;0.5;13.374490721;-9999;-9999
54;-9999;-9999;-9999;0.129824946955;0.5;13.6244812017;-9999;-9999
55;-9999;-9999;-9999;0.132411206581;0.5;13.8744716825;-9999;-9999
56;-9999;-9999;-9999;0.135004822863;0.5;14.1244621633;-9999;-9999
57;-9999;-9999;-9999;0.13760579579;0.5;14.374452644;-9999;-9999
58;-9999;-9999;-9999;0.140214125358;0.5;14.6244431248;-9999;-9999
59;-9999;-9999;-9999;0.142829811557;0.5;14.8744336056;-9999;-9999
60;-9999;-9999;-9999;0.145452854384;0.5;15.1244240863;-9999;-9999
61;-9999;-9999;-9999;0.148083253831;0.5;15.3744145671;-9999;-9999
62;-9999;-9999;-9999;0.150721009888;0.5;15.6244050479;-9999;-9999
63;-9999;-9999;-9999;0.153366122553;0.5;15.8743955286;-9999;-9999
64;-9999;-9999;-9999;0.156018591817;0.5;16.1243860094;-9999;-9999
65;-9999;-9999;-9999;0.158678417672;0.5;16.3743764902;-9999;-9999
66;-9999;-9999;-9999;0.161345600112;0.5;16.6243669709;-9999;-9999
67;-9999;-9999;-9999;0.164020139131;0.5;16.8743574517;-9999;-9999
68;-9999;-9999;-9999;0.166702034721;0.5;17.1243479325;-9999;-9999
69;-9999;-9999;-9999;0.169391286876;0.5;17.3743384132;-9999;-9999
70;-9999;-9999;-9999;0.172087895588;0.5;17.624328894;-9999;-9999
71;-9999;-9999;-9999;0.174791860849;0.5;17.8743193748;-9999;-9999
72;-9999;-9999;-9999;0.177503182655;0.5;18.1243098555;-9999;-9999
73;-9999;-9999;-9999;0.180221860996;0.5;18.3743003363;-9999;-9999
74;-9999;-9999;-9999;0.182947895868;0.5;18.6242908171;-9999;-9999
75;-9999;-9999;-9999;0.185681287259;0.5;18.8742812978;-9999;-9999
76;-9999;-9999;-9999;0.188422035166;0.5;19.1242717786;-9999;-9999
77;-9999;-9999;-9999;0.191170139582;0.5;19.3742622594;-9999;-9999
78;-9999;-9999;-9999;0.193925600499;0.5;19.6242527401;-9999;-9999
79;-9999;-9999;-9999;0.196688417909;0.5;19.8742432209;-9999;-9999
80;-9999;-9999;-9999;0.199458591804;0.5;20.1242337017;-9999;-9999
81;-9999;-9999;-9999;0.202236122179;0.5;20.3742241824;-9999;-9999
82;-9999;-9999;-9999;0.205021009026;0.5;20.6242146632;-9999;-9999
83;-9999;-9999;-9999;0.207813252338;0.5;20.874205144;-9999;-9999
84;-9999;-9999;-9999;0.210612852108;0.5;21.1241956247;-9999;-9999
85;-9999;-9999;-9999;0.213419808328;0.5;21.3741861055;-9999;-9999
86;-9999;-9999;-9999;0.21623412099;0.5;21.6241765863;-9999;-9999
87;-9999;-9999;-9999;0.219055790087;0.5;21.874167067;-9999;-9999
88;-9999;-9999;-9999;0.221884815614;0.5;22.1241575478;-9999;-9999
89;-9999;-9999;-9999;0.224721197561;0.5;22.3741480286;-9999;-9999
90;-9999;-9999;-9999;0.227564935922;0.5;22.6241385093;-9999;-9999
91;-9999;-9999;-9999;0.230416030689;0.5;22.8741289901;-9999;-9999
92;-9999;-9999;-9999;0.233274481854;0.5;23.1241194709;-9999;-9999
93;-9999;-9999;-9999;0.236140289411;0.5;23.3741099516;-9999;-9999
94;-9999;-9999;-9999;0.239013453353;0.5;23.6241004324;-9999;-9999
95;-9999;-9999;-9999;0.241893973669;0.5;23.8740909132;-9999;-9999
96;-9999;-9999;-9999;0.244781850355;0.5;24.1240813939;-9999;-9999
97;-9999;-9999;-9999;0.247677083404;0.5;24.3740718747;-9999;-9999
98;-9999;-9999;-9999;0.250579672806;0.5;24.6240623555;-9999;-9999
99;-9999;-9999;-9999;0.253489618552;0.5;24.8740528362;-9999;-9999
100;-9999;-9999;-9999;0.25640692064;0.5;25.124043317;-9999;-9999
101;-9999;-9999;-9999;0.259331579056;0.5;25.3740337978;-9999;-9999
102;-9999;-9999;-9999;0.262263593799;0.5;25.6240242785;-9999;-9999
103;-9999;-9999;-9999;0.265202964856;0.5;25.8740147593;-9999;-9999
104;-9999;-9999;-9999;0.268149692223;0.5;26.1240052401;-9999;-9999
105;-9999;-9999;-9999;0.271103775889;0.5;26.3739957208;-9999;-9999
106;-9999;-9999;-9999;0.274065215848;0.5;26.6239862016;-9999;-9999
107;-9999;-9999;-9999;0.277034012093;0.5;26.8739766823;-9999;-9999
108;-9999;-9999;-9999;0.280010164615;0.5;27.1239671631;-9999;-9999
109;-9999;-9999;-9999;0.282993673409;0.5;27.3739576439;-9999;-9999
110;-9999;-9999;-9999;0.285984538463;0.5;27.6239481246;-9999;-9999
111;-9999;-9999;-9999;0.288982759772;0.5;27.8739386054;-9999;-9999
112;-9999;-9999;-9999;0.291988337329;0.5;28.1239290862;-9999;-9999
113;-9999;-9999;-9999;0.295001271123;0.5;28.3739195669;-9999;-9999
114;-9999;-9999;-9999;0.298021561148;0.5;28.6239100477;-9999;-9999
115;-9999;-9999;-9999;0.301049207397;0.5;28.8739005285;-9999;-9999
116;-9999;-9999;-9999;0.30408420986;0.5;29.1238910092;-9999;-9999
117;-9999;-9999;-9999;0.307126568532;0.5;29.37388149;-9999;-9999
118;-9999;-9999;-9999;0.310176283403;0.5;29.6238719708;-9999;-9999
119;-9999;-9999;-9999;0.313233354464;0.5;29.8738624515;-9999;-9999
120;-9999;-9999;-9999;0.31629778171;0.5;30.1238529323;-9999;-9999
121;-9999;-9999;-9999;0.319369565132;0.5;30.3738434131;-9999;-9999
122;-9999;-9999;-9999;0.322448704721;0.5;30.6238338938;-9999;-9999
123;-9999;-9999;-9999;0.325535200469;0.5;30.8738243746;-9999;-9999
124;-9999;-9999;-9999;0.32862905237;0.5;31.1238148554;-9999;-9999
125;-9999;-9999;-9999;0.331730260414;0.5;31.3738053361;-9999;-9999
126;-9999;-9999;-9999;0.334838824594;0.5;31.6237958169;-9999;-9999
127;-9999;-9999;-9999;0.3379547449;0.5;31.8737862977;-9999;-9999
128;-9999;-9999;-9999;0.341078021327;0.5;32.1237767784;-9999;-9999
129;-9999;-9999;-9999;0.344208653865;0.5;32.3737672592;-9999;-9999
130;-9999;-9999;-9999;0.347346642506;0.5;32.62375774;-9999;-9999
131;-9999;-9999;-9999;0.350491987241;0.5;32.8737482207;-9999;-9999
132;-9999;-9999;-9999;0.353644688064;0.5;33.1237387015;-9999;-9999
133;-9999;-9999;-9999;0.356804744964;0.5;33.3737291823;-9999;-9999
134;-9999;-9999;-9999;0.359972157936;0.5;33.623719663;-9999;-9999
135;-9999;-9999;-9999;0.363146926969;0.5;33.8737101438;-9999;-9999
136;-9999;-9999;-9999;0.366329052058;0.5;34.1237006246;-9999;-9999
137;-9999;-9999;-9999;0.369518533191;0.5;34.3736911053;-9999;-9999
138;-9999;-9999;-9999;0.372715370362;0.5;34.6236815861;-9999;-9999
139;-9999;-9999;-9999;0.375919563561;0.5;34.8736720669;-9999;-9999
140;-9999;-9999;-9999;0.379131112782;0.5;35.1236625476;-9999;-9999
141;-9999;-9999;-9999;0.382350018015;0.5;35.3736530284;-9999;-9999
142;-9999;-9999;-9999;0.385576279252;0.5;35.6236435092;-9999;-9999
143;-9999;-9999;-9999;0.388809896485;0.5;35.8736339899;-9999;-9999
144;-9999;-9999;-9999;0.392050869705;0.5;36.1236244707;-9999;-9999
145;-9999;-9999;-9999;0.395299198904;0.5;36.3736149515;-9999;-9999
146;-9999;-9999;-9999;0.398554884072;0.5;36.6236054322;-9999;-9999
147;-9999;-9999;-9999;0.401817925203;0.5;36.873595913;-9999;-9999
148;-9999;-9999;-9999;0.405088322288;0.5;37.1235863938;-9999;-9999
149;-9999;-9999;-9999;0.408366075319;0.5;37.3735768745;-9999;-9999
150;-9999;-9999;-9999;0.411651184284;0.5;37.6235673553;-9999;-9999
151;-9999;-9999;-9999;0.414943649177;0.5;37.8735578361;-9999;-9999
152;-9999;-9999;-9999;0.418243469992;0.5;38.1235483168;-9999;-9999
153;-9999;-9999;-9999;0.421550646715;0.5;38.3735387976;-9999;-9999
154;-9999;-9999;-9999;0.424865179342;0.5;38.6235292784;-9999;-9999
155;-9999;-9999;-9999;0.428187067862;0.5;38.8735197591;-9999;-9999
156;-9999;-9999;-9999;0.431516312266;0.5;39.1235102399;-9999;-9999
157;-9999;-9999;-9999;0.434852912549;0.5;39.3735007207;-9999;-9999
158;-9999;-9999;-9999;0.438196868698;0.5;39.6234912014;-9999;-9999
159;-9999;-9999;-9999;0.441548180705;0.5;39.8734816822;-9999;-9999
160;-9999;-9999;-9999;0.444906848563;0.5;40.1234721629;-9999;-9999
161;-9999;-9999;-9999;0.448272872263;0.5;40.3734626437;-9999;-9999
162;-9999;-9999;-9999;0.451646251795;0.5;40.6234531245;-9999;-9999
163;-9999;-9999;-9999;0.455026987152;0.5;40.8734436052;-9999;-9999
164;-9999;-9999;-9999;0.458415078325;0.5;41.123434086;-9999;-9999
165;-9999;-9999;-9999;0.461810525301;0.5;41.3734245668;-9999;-9999
166;-9999;-9999;-9999;0.465213328078;0.5;41.6234150475;-9999;-9999
167;-9999;-9999;-9999;0.468623486642;0.5;41.8734055283;-9999;-9999
168;-9999;-9999;-9999;0.472041000989;0.5;42.1233960091;-9999;-9999
169;-9999;-9999;-9999;0.475465871103;0.5;42.3733864898;-9999;-9999
170;-9999;-9999;-9999;0.478898096981;0.5;42.6233769706;-9999;-9999
171;-9999;-9999;-9999;0.482337678612;0.5;42.8733674514;-9999;-9999
172;-9999;-9999;-9999;0.485784615987;0.5;43.1233579321;-9999;-9999
173;-9999;-9999;-9999;0.489238909098;0.5;43.3733484129;-9999;-9999
174;-9999;-9999;-9999;0.492700557936;0.5;43.6233388937;-9999;-9999
175;-9999;-9999;-9999;0.49616956249;0.5;43.8733293744;-9999;-9999
176;-9999;-9999;-9999;0.499645922753;0.5;44.1233198552;-9999;-9999
177;-9999;-9999;-9999;0.503129638715;0.5;44.373310336;-9999;-9999
178;-9999;-9999;-9999;0.506620710368;0.5;44.6233008167;-9999;-9999
179;-9999;-9999;-9999;0.510119137702;0.5;44.8732912975;-9999;-9999
180;-9999;-9999;-9999;0.513624920708;0.5;45.1232817783;-9999;-9999
181;-9999;-9999;-9999;0.517138059377;0.5;45.373272259;-9999;-9999
182;-9999;-9999;-9999;0.5206585537;0.5;45.6232627398;-9999;-9999
183;-9999;-9999;-9999;0.524186403667;0.5;45.8732532206;-9999;-9999
184;-9999;-9999;-9999;0.527721609271;0.5;46.1232437013;-9999;-9999
185;-9999;-9999;-9999;0.5312641705;0.5;46.3732341821;-9999;-9999
186;-9999;-9999;-9999;0.534814087347;0.5;46.6232246629;-9999;-9999
187;-9999;-9999;-9999;0.538371359802;0.5;46.8732151436;-9999;-9999
188;-9999;-9999;-9999;0.541935987854;0.5;47.1232056244;-9999;-9999
189;-9999;-9999;-9999;0.545507971499;0.5;47.3731961052;-9999;-9999
190;-9999;-9999;-9999;0.549087310721;0.5;47.6231865859;-9999;-9999
191;-9999;-9999;-9999;0.552674005516;0.5;47.8731770667;-9999;-9999
192;-9999;-9999;-9999;0.556268055872;0.5;48.1231675475;-9999;-9999
193;-9999;-9999;-9999;0.55986946178;0.5;48.3731580282;-9999;-9999
194;-9999;-9999;-9999;0.563478223232;0.5;48.623148509;-9999;-9999
195;-9999;-9999;-9999;0.567094340215;0.5;48.8731389898;-9999;-9999
196;-9999;-9999;-9999;0.570717812725;0.5;49.1231294705;-9999;-9999
197;-9999;-9999;-9999;0.574348640748;0.5;49.3731199513;-9999;-9999
198;-9999;-9999;-9999;0.577986824277;0.5;49.6231104321;-9999;-9999
199;-9999;-9999;-9999;0.581632363301;0.5;49.8731009128;-9999;-9999
200;-9999;-9999;-9999;0.585285257814;0.5;50.1230913936;-9999;-9999
201;-9999;-9999;-9999;0.588945507801;0.5;50.3730818744;-9999;-9999
202;-9999;-9999;-9999;0.592613113256;0.5;50.6230723551;-9999;-9999
203;-9999;-9999;-9999;0.59628807417;0.5;50.8730628359;-9999;-9999
204;-9999;-9999;-9999;0.599970390531;0.5;51.1230533167;-9999;-9999
205;-9999;-9999;-9999;0.603660062332;0.5;51.3730437974;-9999;-9999
206;-9999;-9999;-9999;0.607357089561;0.5;51.6230342782;-9999;-9999
207;-9999;-9999;-9999;0.611061472209;0.5;51.873024759;-9999;-9999
208;-9999;-9999;-9999;0.614773210269;0.5;52.1230152397;-9999;-9999
209;-9999;-9999;-9999;0.618492303727;0.5;52.3730057205;-9999;-9999
210;-9999;-9999;-9999;0.622218752578;0.5;52.6229962013;-9999;-9999
211;-9999;-9999;-9999;0.625952556808;0.5;52.872986682;-9999;-9999
212;-9999;-9999;-9999;0.629693716412;0.5;53.1229771628;-9999;-9999
213;-9999;-9999;-9999;0.633442231374;0.5;53.3729676436;-9999;-9999
214;-9999;-9999;-9999;0.637198101689;0.5;53.6229581243;-9999;-9999
215;-9999;-9999;-9999;0.640961327346;0.5;53.8729486051;-9999;-9999
216;-9999;-9999;-9999;0.644731908338;0.5;54.1229390858;-9999;-9999
217;-9999;-9999;-9999;0.64850984465;0.5;54.3729295666;-9999;-9999
218;-9999;-9999;-9999;0.652295136273;0.5;54.6229200474;-9999;-9999
219;-9999;-9999;-9999;0.656087783202;0.5;54.8729105281;-9999;-9999
220;-9999;-9999;-9999;0.659887785423;0.5;55.1229010089;-9999;-9999
221;-9999;-9999;-9999;0.663695142926;0.5;55.3728914897;-9999;-9999
222;-9999;-9999;-9999;0.667509855704;0.5;55.6228819704;-9999;-9999
223;-9999;-9999;-9999;0.671331923744;0.5;55.8728724512;-9999;-9999
224;-9999;-9999;-9999;0.675161347039;0.5;56.122862932;-9999;-9999
225;-9999;-9999;-9999;0.678998125577;0.5;56.3728534127;-9999;-9999
226;-9999;-9999;-9999;0.682842259346;0.5;56.6228438935;-9999;-9999
227;-9999;-9999;-9999;0.686693748341;0.5;56.8728343743;-9999;-9999
228;-9999;-9999;-9999;0.690552592549;0.5;57.122824855;-9999;-9999
229;-9999;-9999;-9999;0.69441879196;0.5;57.3728153358;-9999;-9999
230;-9999;-9999;-9999;0.698292346566;0.5;57.6228058166;-9999;-9999
231;-9999;-9999;-9999;0.702173256352;0.5;57.8727962973;-9999;-9999
232;-9999;-9999;-9999;0.706061521314;0.5;58.1227867781;-9999;-9999
233;-9999;-9999;-9999;0.709957141438;0.5;58.3727772589;-9999;-9999
234;-9999;-9999;-9999;0.713860116715;0.5;58.6227677396;-9999;-9999
235;-9999;-9999;-9999;0.717770447136;0.5;58.8727582204;-9999;-9999
236;-9999;-9999;-9999;0.721688132689;0.5;59.1227487012;-9999;-9999
237;-9999;-9999;-9999;0.725613173367;0.5;59.3727391819;-9999;-9999
238;-9999;-9999;-9999;0.729545569155;0.5;59.6227296627;-9999;-9999
239;-9999;-9999;-9999;0.733485320045;0.5;59.8727201435;-9999;-9999
240;-9999;-9999;-9999;0.737432426027;0.5;60.1227106242;-9999;-9999
241;-9999;-9999;-9999;0.741386887092;0.5;60.372701105;-9999;-9999
242;-9999;-9999;-9999;0.745348703227;0.5;60.6226915858;-9999;-9999
243;-9999;-9999;-9999;0.749317874424;0.5;60.8726820665;-9999;-9999
244;-9999;-9999;-9999;0.753294400673;0.5;61.1226725473;-9999;-9999
245;-9999;-9999;-9999;0.757278281959;0.5;61.3726630281;-9999;-9999
246;-9999;-9999;-9999;0.761269518278;0.5;61.6226535088;-9999;-9999
247;-9999;-9999;-9999;0.765268109615;0.5;61.8726439896;-9999;-9999
248;-9999;-9999;-9999;0.769274055963;0.5;62.1226344704;-9999;-9999
249;-9999;-9999;-9999;0.77328735731;0.5;62.3726249511;-9999;-9999
250;-9999;-9999;-9999;0.777308013645;0.5;62.6226154319;-9999;-9999
251;-9999;-9999;-9999;0.781336024958;0.5;62.8726059127;-9999;-9999
252;-9999;-9999;-9999;0.785371391239;0.5;63.1225963934;-9999;-9999
253;-9999;-9999;-9999;0.789414112478;0.5;63.3725868742;-9999;-9999
254;-9999;-9999;-9999;0.793464188662;0.5;63.622577355;-9999;-9999
255;-9999;-9999;-9999;0.797521619783;0.5;63.8725678357;-9999;-9999
256;-9999;-9999;-9999;0.801586405831;0.5;64.1225583165;-9999;-9999
257;-9999;-9999;-9999;0.805658546791;0.5;64.3725487973;-9999;-9999
258;-9999;-9999;-9999;0.809738042657;0.5;64.622539278;-9999;-9999
259;-9999;-9999;-9999;0.813824893417;0.5;64.8725297588;-9999;-9999
260;-9999;-9999;-9999;0.817919099061;0.5;65.1225202396;-9999;-9999
261;-9999;-9999;-9999;0.822020659578;0.5;65.3725107203;-9999;-9999
262;-9999;-9999;-9999;0.826129574956;0.5;65.6225012011;-9999;-9999
263;-9999;-9999;-9999;0.830245845185;0.5;65.8724916819;-9999;-9999
264;-9999;-9999;-9999;0.834369470256;0.5;66.1224821626;-9999;-9999
265;-9999;-9999;-9999;0.838500450154;0.5;66.3724726434;-9999;-9999
266;-9999;-9999;-9999;0.842638784874;0.5;66.6224631242;-9999;-9999
267;-9999;-9999;-9999;0.846784474403;0.5;66.8724536049;-9999;-9999
268;-9999;-9999;-9999;0.850937518728;0.5;67.1224440857;-9999;-9999
269;-9999;-9999;-9999;0.85509791784;0.5;67.3724345664;-9999;-9999
270;-9999;-9999;-9999;0.859265671728;0.5;67.6224250472;-9999;-9999
271;-9999;-9999;-9999;0.863440780382;0.5;67.872415528;-9999;-9999
272;-9999;-9999;-9999;0.86762324379;0.5;68.1224060087;-9999;-9999
273;-9999;-9999;-9999;0.871813061942;0.5;68.3723964895;-9999;-9999
274;-9999;-9999;-9999;0.876010234826;0.5;68.6223869703;-9999;-9999
275;-9999;-9999;-9999;0.880214762432;0.5;68.872377451;-9999;-9999
276;-9999;-9999;-9999;0.884426644749;0.5;69.1223679318;-9999;-9999
277;-9999;-9999;-9999;0.888645881765;0.5;69.3723584126;-9999;-9999
278;-9999;-9999;-9999;0.892872473472;0.5;69.6223488933;-9999;-9999
279;-9999;-9999;-9999;0.897106419856;0.5;69.8723393741;-9999;-9999
280;-9999;-9999;-9999;0.901347720906;0.5;70.1223298549;-9999;-9999
281;-9999;-9999;-9999;0.905596376613;0.5;70.3723203356;-9999;-9999
282;-9999;-9999;-9999;0.909852386965;0.5;70.6223108164;-9999;-9999
283;-9999;-9999;-9999;0.914115751952;0.5;70.8723012972;-9999;-9999
284;-9999;-9999;-9999;0.91838647156;0.5;71.1222917779;-9999;-9999
285;-9999;-9999;-9999;0.92266454578;0.5;71.3722822587;-9999;-9999
286;-9999;-9999;-9999;0.926949974601;0.5;71.6222727395;-9999;-9999
287;-9999;-9999;-9999;0.931242758012;0.5;71.8722632202;-9999;-9999
288;-9999;-9999;-9999;0.935542896001;0.5;72.122253701;-9999;-9999
289;-9999;-9999;-9999;0.939850388557;0.5;72.3722441818;-9999;-9999
290;-9999;-9999;-9999;0.944165235669;0.5;72.6222346625;-9999;-9999
291;-9999;-9999;-9999;0.948487437325;0.5;72.8722251433;-9999;-9999
292;-9999;-9999;-9999;0.952816993515;0.5;73.1222156241;-9999;-9999
293;-9999;-9999;-9999;0.957153904228;0.5;73.3722061048;-9999;-9999
294;-9999;-9999;-9999;0.961498169452;0.5;73.6221965856;-9999;-9999
295;-9999;-9999;-9999;0.965849789174;0.5;73.8721870664;-9999;-9999
296;-9999;-9999;-9999;0.970208763387;0.5;74.1221775471;-9999;-9999
297;-9999;-9999;-9999;0.974575092076;0.5;74.3721680279;-9999;-9999
298;-9999;-9999;-9999;0.978948775231;0.5;74.6221585087;-9999;-9999
299;-9999;-9999;-9999;0.98332981284;0.5;74.8721489894;-9999;-9999
300;-9999;-9999;-9999;0.987718204893;0.5;75.1221394702;-9999;-9999
301;-9999;-9999;-9999;0.992113951377;0.5;75.372129951;-9999;-9999
302;-9999;-9999;-9999;0.996517052281;0.5;75.6221204317;-9999;-9999
303;-9999;-9999;-9999;1.0009275076;0.5;75.8721109125;-9999;-9999
304;-9999;-9999;-9999;1.0053453173;0.5;76.1221013933;-9999;-9999
305;-9999;-9999;-9999;1.0097704814;0.5;76.372091874;-9999;-9999
306;-9999;-9999;-9999;1.01420299987;0.5;76.6220823548;-9999;-9999
307;-9999;-9999;-9999;1.0186428727;0.5;76.8720728356;-9999;-9999
308;-9999;-9999;-9999;1.02309009989;0.5;77.1220633163;-9999;-9999
309;-9999;-9999;-9999;1.02754468142;0.5;77.3720537971;-9999;-9999
310;-9999;-9999;-9999;1.03200661727;0.5;77.6220442779;-9999;-9999
311;-9999;-9999;-9999;1.03647590744;0.5;77.8720347586;-9999;-9999
312;-9999;-9999;-9999;1.04095255191;0.5;78.1220252394;-9999;-9999
313;-9999;-9999;-9999;1.04543655068;0.5;78.3720157202;-9999;-9999
314;-9999;-9999;-9999;1.04992790373;0.5;78.6220062009;-9999;-9999
315;-9999;-9999;-9999;1.05442661105;0.5;78.8719966817;-9999;-9999
316;-9999;-9999;-9999;1.05893267263;0.5;79.1219871625;-9999;-9999
317;-9999;-9999;-9999;1.06344608846;0.5;79.3719776432;-9999;-9999
318;-9999;-9999;-9999;1.06796685852;0.5;79.621968124;-9999;-9999
319;-9999;-9999;-9999;1.0724949828;0.5;79.8719586048;-9999;-9999
320;-9999;-9999;-9999;1.07703046129;0.5;80.1219490855;-9999;-9999
321;-9999;-9999;-9999;1.08157329399;0.5;80.3719395663;-9999;-9999
322;-9999;-9999;-9999;1.08612348087;0.5;80.621930047;-9999;-9999
323;-9999;-9999;-9999;1.09068102193;0.5;80.8719205278;-9999;-9999
324;-9999;-9999;-9999;1.09524591715;0.5;81.1219110086;-9999;-9999
325;-9999;-9999;-9999;1.09981816653;0.5;81.3719014893;-9999;-9999
326;-9999;-9999;-9999;1.10439777005;0.5;81.6218919701;-9999;-9999
327;-9999;-9999;-9999;1.10898472769;0.5;81.8718824509;-9999;-9999
328;-9999;-9999;-9999;1.11357903945;0.5;82.1218729316;-9999;-9999
329;-9999;-9999;-9999;1.11818070532;0.5;82.3718634124;-9999;-9999
330;-9999;-9999;-9999;1.12278972528;0.5;82.6218538932;-9999;-9999
331;-9999;-9999;-9999;1.12740609932;0.5;82.8718443739;-9999;-9999
332;-9999;-9999;-9999;1.13202982743;0.5;83.1218348547;-9999;-9999
333;-9999;-9999;-9999;1.13666090959;0.5;83.3718253355;-9999;-9999
334;-9999;-9999;-9999;1.14129934581;0.5;83.6218158162;-9999;-9999
335;-9999;-9999;-9999;1.14594513605;0.5;83.871806297;-9999;-9999
336;-9999;-9999;-9999;1.15059828031;0.5;84.1217967778;-9999;-9999
337;-9999;-9999;-9999;1.15525877859;0.5;84.3717872585;-9999;-9999
338;-9999;-9999;-9999;1.15992663086;0.5;84.6217777393;-9999;-9999
339;-9999;-9999;-9999;1.16460183711;0.5;84.8717682201;-9999;-9999
340;-9999;-9999;-9999;1.16928439734;0.5;85.1217587008;-9999;-9999
341;-9999;-9999;-9999;1.17397431152;0.5;85.3717491816;-9999;-9999
342;-9999;-9999;-9999;1.17867157966;0.5;85.6217396624;-9999;-9999
343;-9999;-9999;-9999;1.18337620173;0.5;85.8717301431;-9999;-9999
344;-9999;-9999;-9999;1.18808817773;0.5;86.1217206239;-9999;-9999
345;-9999;-9999;-9999;1.19280750763;0.5;86.3717111047;-9999;-9999
346;-9999;-9999;-9999;1.19753419143;0.5;86.6217015854;-9999;-9999
347;-9999;-9999;-9999;1.20226822913;0.5;86.8716920662;-9999;-9999
